Brand,Model,Year,Status,Mileage,Dealer,Price
Ford,GT,2017,Used,15843,Ultimo Motors North Shore,54990
BMW,X7,2020,Used,58744,Ultimo Motors North Shore,57722
Chevrolet,Corvette,2023,Used,3123,Kunes Chrysler Dodge Jeep Ram of Woodstock,91995
Jeep,Grand Wagoneer,2023,New,,Kunes Chrysler Dodge Jeep Ram of Woodstock,108491
RAM,2500,2023,New,,Crystal Lake Chrysler Dodge Jeep Ram,93515
Chevrolet,Corvette,2023,Used,408,Tasca Chevrolet,96995
Chevrolet,Silverado,2023,New,,Tasca Chevrolet,53047
Chevrolet,Tahoe,2021,Certified,15242,Tasca Chevrolet,64783
Toyota,4Runner,2017,Used,78124,HM Brown and Associates,34510
Land Rover,Range Rover,2013,Used,89692,Colorado Auto Finders,17993
Nissan,NV3500,2016,Used,71291,Colorado Auto Finders,25997
RAM,2500,2018,Used,48966,Colorado Auto Finders,48990
Jeep,Wrangler,2023,New,,Fields Chrysler Jeep Dodge RAM,58227
Jeep,Renegade,2023,New,,Fields Chrysler Jeep Dodge RAM,34132
Jeep,Wagoneer,2023,New,,Fields Chrysler Jeep Dodge RAM,77580
Lexus,NX,2016,Used,60228,Fields Chrysler Jeep Dodge RAM,22900
Jeep,Gladiator,2023,New,,Fields Chrysler Jeep Dodge RAM,46372
Jeep,Grand Cherokee,2024,New,,Fields Chrysler Jeep Dodge RAM,66940
Dodge,Durango,2023,New,,Fields Chrysler Jeep Dodge RAM,55320
Jeep,Wagoneer,2023,New,,Fields Chrysler Jeep Dodge RAM,77580
Chrysler,Pacifica,2022,Certified,12179,Fields Chrysler Jeep Dodge RAM,46900
Dodge,Durango,2023,New,,Fields Chrysler Jeep Dodge RAM,
Jeep,Wagoneer,2023,New,,Fields Chrysler Jeep Dodge RAM,77580
Jeep,Renegade,2023,New,,Fields Chrysler Jeep Dodge RAM,32967
Jeep,Renegade,2023,New,,Fields Chrysler Jeep Dodge RAM,34132
Infiniti,QX60,2024,New,,Modern INFINITI of Winston Salem,69325
Infiniti,QX60,2023,New,,Modern INFINITI of Winston Salem,60155
Infiniti,QX60,2024,New,,Modern INFINITI of Winston Salem,61365
Ford,F-150,2017,Used,227958,Modern INFINITI of Winston Salem,19999
Infiniti,QX60,2024,New,,Modern INFINITI of Winston Salem,69530
Acura,TLX,2020,Used,62312,Herrnstein Hyundai,26500
Toyota,Venza,2022,Used,32162,Hertz Car Sales Winston Salem,28628
Audi,Q5,2023,New,,Flow Motors of Winston-Salem,52715
Chevrolet,Silverado,2022,New,,"Daniel Chevrolet, Inc.",55690
Chevrolet,Silverado,2024,New,,"Daniel Chevrolet, Inc.",48625
Hyundai,Tucson,2019,Used,87304,Holman Honda,17990
BMW,Z,1998,Used,84000,Wheels of Chicagoland,6990
Toyota,4Runner,2023,New,,AutoNation Toyota Arapahoe,49113
Ford,Explorer,2023,New,,Kelley Auto Mall of Decatur,61410
Jeep,Grand Cherokee,2024,New,,AutoNation Chrysler Jeep Arapahoe,64689
Jeep,Grand Cherokee,2024,New,,AutoNation Chrysler Jeep Arapahoe,65284
Ford,Mustang,2024,New,,Groove Ford,
Ford,Expedition,2020,Certified,68336,Groove Ford,43153
Ford,Mustang,2024,New,,Groove Ford,54599
Honda,Accord,2020,Certified,33408,Honda of Aventura,24250
Dodge,Durango,2022,New,,Aventura Chrysler Jeep Dodge Ram,78594
Lexus,RX,2022,Used,18115,Lexus of North Miami,47998
Honda,Pilot,2019,Used,20864,Lexus of North Miami,28488
Audi,SQ7,2023,Certified,5895,Audi North Miami,80048
Lincoln,Nautilus,2022,Used,1707,Lincoln North Miami,41995
Lincoln,Navigator,2024,New,,Lincoln North Miami,107305
MINI,Cooper,2024,New,,MINI of Glencoe North Shore,36970
Honda,Odyssey,2015,Used,117788,CarMax Glencoe (Edens Expy) - Offering Express Pickup and Home Delivery,19998
RAM,1500,2022,New,,Bryden Motors,66350
Chevrolet,Suburban,2023,New,,Les Mack,
Dodge,Charger,2023,New,,Tom Whiteside Auto Sales,61195
Dodge,GT,2024,New,,Tom Whiteside Auto Sales,40315
RAM,1500,2023,New,,Tom Whiteside Auto Sales,61795
Honda,Civic,2023,New,,Brickell Honda,45345
Mazda,CX-5,2022,Used,10092,Brickell Mazda,24500
Mazda,MX-5 Miata,2023,New,,Brickell Mazda,34089
Mazda,MX-5 Miata,2023,Used,2878,Brickell Mazda,29500
Mazda,Mazda3,2023,New,,Brickell Mazda,26250
Mazda,CX-5,2023,Used,3357,Brickell Mazda,26500
Bentley,Bentayga,2021,Certified,14776,Braman Motors Miami,167883
Rolls-Royce,Ghost,2022,Certified,5936,Braman Motors Miami,339979
Cadillac,XT4,2024,New,,Braman Cadillac,52100
Cadillac,XT4,2024,New,,Braman Cadillac,47065
Cadillac,XT4,2024,New,,Braman Cadillac,49475
Cadillac,XT4,2024,New,,Braman Cadillac,50100
Cadillac,XT4,2024,New,,Braman Cadillac,51475
Cadillac,XT4,2024,New,,Braman Cadillac,43740
Ford,F-150,2023,New,,Harvard Ford,59470
Ford,Bronco,2023,New,,Harvard Ford,36100
Cadillac,XT6,2023,New,,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",63950
Ford,Bronco,2023,New,,Lewis and Clark Ford,
Lexus,RX,2021,Used,22646,Lexus of Greenwood Village,46795
Kia,Sportage,2019,Used,43982,Lexus of Greenwood Village,18795
Volkswagen,Golf,2015,Used,94650,Lexus of Greenwood Village,15585
Jaguar,F-PACE,2021,Used,8966,Lexus of Greenwood Village,46295
Lexus,GX,2023,New,,Lexus of Greenwood Village,
Tesla,Model Y,2022,Used,16232,Lexus of Greenwood Village,47795
Chevrolet,Silverado,2003,Used,130900,Jones Auto Sales,16900
Chevrolet,Tahoe,2023,Used,10268,Pritchard's Lake Chevrolet,74798
Cadillac,Escalade,2023,New,,Castle Motors of McHenry,113765
Kia,Telluride,2024,New,,Castle Kia McHenry,53423
GMC,Sierra,2023,New,,Castle Chevrolet Buick GMC McHenry,54094
Chevrolet,Silverado,2023,New,,Castle Chevrolet Buick GMC McHenry,56925
Ford,F-250,2020,Used,57870,Moses of St. Albans,39595
Infiniti,QX80,2023,New,,INFINITI OF DENVER,78400
Ford,Bronco,2023,New,,Victor Ford,34701
Ford,F-250,2023,New,,Victor Ford,55740
Ford,Mustang,2023,New,,Victor Ford,53510
Mercedes,GLE,2024,New,,Mercedes-Benz of Littleton,105195
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Littleton,104845
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Littleton,111005
Mercedes,GLA,2023,New,,Mercedes-Benz of Littleton,49290
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Littleton,99375
Mercedes,E-Class,2022,Certified,9207,Mercedes-Benz of Littleton,51600
Chevrolet,Silverado,2014,Used,120715,Schomp Mini,13914
BMW,M4,2022,Used,10922,Schomp BMW,84977
BMW,iX xDrive50,2024,New,,Schomp BMW,97995
Audi,TT,2016,Used,70362,Schomp BMW,22991
Honda,Civic,2017,Used,62546,Schomp Honda,18974
Honda,Pilot,2024,New,,Schomp Honda,44530
Nissan,Armada,2023,New,,Larry H. Miller Nissan Highlands Ranch,65776
Infiniti,QX60,2023,New,,Mike Ward INFINITI,67020
Ford,Expedition,2020,Used,64151,Mike Ward INFINITI,40399
Audi,2,2013,Used,90338,Mike Ward INFINITI,13399
McLaren,Artura,2023,New,,Mike Ward Maserati,280500
Dodge,3500,2011,Used,48209,St. Marys Chrysler Jeep Dodge RAM,43000
Subaru,Crosstrek,2024,New,,Muller Subaru Volkswagen,30676
Subaru,Forester,2023,New,,Muller Subaru Volkswagen,32816
Subaru,Forester,2023,New,,Muller Subaru Volkswagen,38422
Subaru,WRX,2023,New,,Muller Subaru Volkswagen,32809
Subaru,Crosstrek,2024,New,,Muller Subaru Volkswagen,30676
Subaru,Crosstrek,2024,New,,Muller Subaru Volkswagen,31235
RAM,1500,2023,New,,Ken Ganley Chrysler Dodge Jeep Ram London,67481
Jeep,Grand Cherokee,2023,New,,Ken Ganley Chrysler Dodge Jeep Ram London,62285
Nissan,Altima,2020,Used,48069,Shortline Buick GMC,20900
Audi,e-tron,2021,Certified,42229,The Audi Exchange,40987
Porsche,Taycan,2022,Used,14138,The Audi Exchange,86987
Audi,A3,2024,New,,The Audi Exchange,42985
Audi,A3,2024,New,,The Audi Exchange,42985
Audi,e-tron,2024,New,,The Audi Exchange,91435
Genesis,GV70,2024,New,,McDonald Hyundai,59380
Cadillac,LYRIQ,2024,Used,551,McDonald Hyundai,63729
Hyundai,Tucson,2024,New,,McDonald Hyundai,40020
Ford,Ranger,2021,Used,27911,Len Lyall Chevrolet,37397
Chevrolet,Silverado,2024,New,,Len Lyall Chevrolet,
Chevrolet,Equinox,2024,New,,Len Lyall Chevrolet,
RAM,2500,2023,New,,"Broadway Chrysler, Dodge, Jeep & RAM",75789
RAM,2500,2023,New,,"Broadway Chrysler, Dodge, Jeep & RAM",70487
RAM,3500,2023,New,,"Broadway Chrysler, Dodge, Jeep & RAM",71710
RAM,2500,2023,New,,"Broadway Chrysler, Dodge, Jeep & RAM",77987
RAM,2500,2023,New,,"Broadway Chrysler, Dodge, Jeep & RAM",80764
Chevrolet,2500,2016,Used,19486,AutoTrek,52489
Chrysler,Sebring,2008,Used,76519,AutoTrek,8689
Chevrolet,Corvette,2002,Used,90080,AutoTrek,16989
Audi,S5,2020,Used,42491,Gravity Autos Chicago,40729
BMW,X2,2019,Used,50154,Gravity Autos Chicago,25749
Porsche,911,2015,Used,6838,Gravity Autos Chicago,98499
BMW,540 i,2020,Used,29876,Gravity Autos Chicago,38800
Bentley,Arnage,2005,Used,23595,Gravity Autos Chicago,37995
Jaguar,F-PACE,2020,Used,26271,Gravity Autos Chicago,33249
Mercedes,4MATIC,2023,Used,2121,Maaliki Motors,163990
Mazda,CX-5,2023,Used,3607,McDonald Mazda South,33239
Audi,S5,2019,Used,35602,Audi Denver,42749
Subaru,Forester,2002,Used,90381,Schomp Mazda,5900
BMW,3,2011,Used,123246,Schomp Mazda,7900
Infiniti,FX35,2009,Used,145492,Schomp Mazda,10400
Volvo,XC40,2021,Used,14805,Schomp Mazda,38487
Jeep,Grand Cherokee,2023,Used,3618,Larry H. Miller Colorado Jeep,51500
BMW,iX xDrive50,2023,New,,BMW of Fort Wayne/MINI of Fort Wayne,96995
Nissan,Frontier,2008,Used,114105,Schomp Ford,10900
Ford,Mustang,2024,New,,Schomp Ford,58580
Ford,Mustang,2024,New,,Schomp Ford,56705
Ford,Escape,2008,Used,103005,Schomp Ford,6400
GMC,Yukon,2023,New,,Tom Kelley Buick GMC,85275
Toyota,Highlander,2023,New,,Groove Toyota,45939
Toyota,4Runner,2023,New,,Groove Toyota,45674
Toyota,Highlander,2015,Used,161341,Groove Toyota,17993
Toyota,4Runner,2023,New,,Groove Toyota,47854
Toyota,4Runner,2023,New,,Groove Toyota,49379
Toyota,4Runner,2023,New,,Groove Toyota,49379
Chevrolet,Tahoe,2019,Used,72695,ODaniel Chrysler Dodge Jeep Ram,45597
Jeep,Grand Wagoneer,2023,New,,ODaniel Chrysler Dodge Jeep Ram,121350
Jeep,Wagoneer,2023,New,,ODaniel Chrysler Dodge Jeep Ram,71999
Honda,Accord,2022,Used,64067,ODaniel Chrysler Dodge Jeep Ram,27566
Chevrolet,Silverado,2020,Used,146711,ODaniel Chrysler Dodge Jeep Ram,31684
Ford,EcoSport,2019,Used,39545,Fort Wayne Toyota,16525
Chevrolet,Silverado,2024,New,,"Burtness Chevrolet, Inc.",61545
Chevrolet,Trax,2024,New,,"Burtness Chevrolet, Inc.",23740
Chevrolet,Blazer,2024,New,,"Burtness Chevrolet, Inc.",46930
Toyota,RAV4,2019,Used,53516,"John Elway Chevrolet - Delivery from Denver, CO (Salt Lake City)",28290
Mazda,CX-5,2023,Used,27829,"John Elway Chevrolet - Delivery from Denver, CO (Salt Lake City)",36090
Acura,MDX,2024,New,,Don Ayres Acura,58545
Acura,TLX,2023,Certified,2228,Don Ayres Acura,39978
Honda,Pilot,2018,Used,117740,Don Ayres Acura,21997
Acura,TLX,2023,Certified,2050,Don Ayres Acura,44687
GMC,Yukon,2023,New,,Northtown Automotive,93415
Honda,HR-V,2020,Used,75527,O'Daniel Mazda,20185
Mazda,CX-3,2018,Used,45300,O'Daniel Mazda,20631
Mazda,CX-9,2024,New,,O'Daniel Mazda,44820
Toyota,Camry,2024,New,,AutoNation Toyota Libertyville,39731
Toyota,Corolla,2023,New,,AutoNation Toyota Libertyville,30929
Toyota,Tundra,2024,New,,AutoNation Toyota Libertyville,67993
Toyota,Camry,2024,New,,AutoNation Toyota Libertyville,36307
Toyota,Camry,2024,New,,AutoNation Toyota Libertyville,38927
Honda,CR-V,2021,Used,35720,Libertyville Hyundai,25795
Hyundai,Kona,2024,New,,Libertyville Hyundai,30889
Hyundai,Kona,2024,New,,Libertyville Hyundai,32243
Hyundai,Ioniq,2023,New,,Libertyville Hyundai,52880
Mazda,CX-5,2024,New,,Napleton Mazda of Libertyville,33325
Mazda,MX-5 Miata,2023,New,,Napleton Mazda of Libertyville,38060
RAM,3500,2024,New,,Braden CDJR,92135
Infiniti,Essentia,2023,Used,14695,Emich KIA,39926
Jeep,Renegade,2016,Used,70107,Emich KIA,13899
Kia,Sorento,2023,Certified,4291,Emich KIA,37654
BMW,X5,2021,Used,53352,BMW of Denver Downtown,56997
BMW,330 i,2022,New,,BMW of Denver Downtown,35998
Toyota,Avalon,2021,Used,94418,Gates Toyota,29337
Toyota,Highlander,2022,Certified,8122,Gates Toyota,42290
Toyota,Tacoma,2022,Used,23307,Gates Toyota,26288
Ford,Ranger,2023,New,,Coughlin Circleville,41575
Ford,Ranger,2023,New,,Coughlin Circleville,43460
Jeep,Grand Cherokee,2023,New,,Liberty Auto City,71945
Subaru,Legacy,2024,New,,Liberty Auto City,
Chevrolet,Silverado,2021,Used,75714,Liberty Auto City,30776
RAM,2500,2021,Certified,36945,Liberty Auto City,48576
Dodge,Challenger,2022,New,,Liberty Auto City,42940
Jeep,Grand Cherokee,2023,New,,Liberty Auto City,52985
Chevrolet,Blazer,2023,New,,The Chevrolet Exchange,42866
Ferrari,Roma,2022,Certified,100,Lake Forest Sports Cars,249900
Ferrari,Portofino,2022,Certified,2107,Lake Forest Sports Cars,328900
Ferrari,GT,2021,Certified,2993,Lake Forest Sports Cars,554900
Ferrari,Roma,2022,Certified,2550,Lake Forest Sports Cars,274900
Toyota,Camry,2024,New,,Ball Toyota of Charleston,
BMW,760i,2024,New,,Knauz Auto Park,145575
Mercedes,E-Class,2022,Used,9226,Knauz Auto Park,69990
Land Rover,Defender,2023,Used,3862,Knauz Auto Park,112110
Hyundai,Sonata,2023,New,,Friendship Hyundai of Beckley,32170
BMW,Roadster,2008,Used,133393,The Sharpest Rides,15487
Porsche,Cayenne,2016,Used,115745,The Sharpest Rides,38487
Ford,Fiesta,2016,Used,61863,The Sharpest Rides,17487
Toyota,Supra,2022,Used,7951,The Sharpest Rides,49187
RAM,2500,2018,Used,85943,The Sharpest Rides,53487
BMW,3,2014,Used,98274,The Sharpest Rides,20487
Toyota,Tacoma,2022,Used,40544,The Sharpest Rides,39487
Ford,Focus,2017,Used,89316,The Sharpest Rides,27487
Chevrolet,Suburban,2023,New,,Vann York Chevrolet Buick GMC,75270
Chevrolet,Camaro,2023,New,,City Chevrolet of Grayslake,57985
Chevrolet,Trax,2024,New,,City Chevrolet of Grayslake,24285
Chevrolet,Silverado,2023,New,,City Chevrolet of Grayslake,52160
GMC,Sierra,2024,New,,Parks Buick GMC Kernersville,103175
Toyota,4Runner,2020,Used,71588,Moses Buick GMC Cadillac of Charleston,33222
Kia,Cadenza,2017,Used,47026,Toyota of Fox Lake,20888
Subaru,Forester,2023,New,,Friendship Subaru,39042
Chevrolet,Corvette,2024,New,,Ray Chevrolet,71605
Jeep,Wagoneer,2023,New,,Ray Chrysler Dodge Jeep Ram,77280
Toyota,RAV4,2023,New,,Evans Toyota,35693
Nissan,Murano,2024,New,,Schomp Nissan,43285
Nissan,Armada,2023,New,,Schomp Nissan,72385
Nissan,Pathfinder,2024,New,,Schomp Nissan,51840
Volkswagen,Passat,2015,Used,79902,Fort Wayne Nissan,10981
RAM,1500,2022,New,,AutoNation Chrysler Dodge Jeep Ram Southwest,56500
RAM,2500,2024,New,,AutoNation Chrysler Dodge Jeep Ram Southwest,93599
Chevrolet,Tahoe,2021,Used,67483,Kernersville Chrysler Dodge Jeep RAM,45335
Jeep,Grand Cherokee,2023,New,,Kernersville Chrysler Dodge Jeep RAM,41504
RAM,CLA,2023,New,,Kernersville Chrysler Dodge Jeep RAM,37551
RAM,3500,2022,New,,Kernersville Chrysler Dodge Jeep RAM,85088
Jeep,Grand Cherokee,2023,New,,Kernersville Chrysler Dodge Jeep RAM,56413
Jeep,Grand Cherokee,2023,New,,Kernersville Chrysler Dodge Jeep RAM,66226
Honda,Accord,2024,New,,Don Ayres Honda,28990
Honda,Civic,2024,New,,Don Ayres Honda,32100
Ford,F-250,2023,New,,Bob Thomas Ford Lincoln North,83735
BMW,528,2015,Used,102965,RohrMax Used Car Superstore,13935
Toyota,RAV4,2022,Used,12400,Vorderman Volkswagen,34876
Jeep,Grand Cherokee,2023,New,,Glenbrook Dodge Chrysler Jeep RAM,47740
Hyundai,Elantra,2013,Used,102148,Glenbrook Hyundai - Happy Car Store,8691
Hyundai,Kona,2021,Used,11257,Glenbrook Hyundai - Happy Car Store,25491
Ford,F-350,2020,Used,55611,ODaniel Ford,52000
Ford,Bronco,2023,New,,ODaniel Ford,62415
Chevrolet,Silverado,2016,Used,139739,ODaniel Ford,19291
Ford,Bronco,2023,New,,ODaniel Ford,54465
Ford,Transit,2023,New,,Forest City Ford,61540
Subaru,Outback,2004,Used,97839,All Wheel Drive Motors,7999
Chevrolet,LS,2023,New,,Emich Chevrolet,63929
Toyota,Corolla,2023,New,,Jordan Toyota,
Ford,Maverick,2023,New,,Gillespie Ford,
Ford,F-150,2023,New,,Gillespie Ford,
GMC,Terrain,2024,New,,Vann York Buick GMC,43180
Volvo,S90,2019,Used,93573,Driven Auto of Waukegan,18980
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,28372
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,28692
GMC,Sierra,2023,New,,Woody Buick GMC of Gurnee,73000
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,28372
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,29143
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,34656
Buick,Envision,2023,New,,Woody Buick GMC of Gurnee,30000
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,29967
Buick,GX,2024,New,,Woody Buick GMC of Gurnee,28372
Mercedes,4MATIC,2015,Used,71721,Gurnee Volkswagen,17500
Audi,e-tron,2019,Used,44406,Gurnee Volkswagen,30000
Kia,Optima,2017,Used,63196,Gurnee Volkswagen,15700
Chevrolet,Silverado,2024,New,,Wayne Thomas Chevrolet,55545
Infiniti,QX80,2021,Used,35328,Wayne Thomas Chevrolet,54063
Chevrolet,Silverado,2024,New,,Wayne Thomas Chevrolet,87610
Chevrolet,Silverado,2024,New,,Wayne Thomas Chevrolet,59240
Kia,Stinger,2019,Used,69946,Elite Motors,23500
Chevrolet,Silverado,2019,Used,81584,Elite Motors,29500
Mitsubishi,Outlander,2018,Used,28842,Elite Motors,22750
BMW,750 i,2018,Used,37917,Elite Motors,37000
Lexus,RX,2016,Used,71432,Elite Motors,28500
Chevrolet,Silverado,2021,Used,25945,Elite Motors,38500
Infiniti,QX50,2019,Used,40381,Elite Motors,23500
Mazda,CX-5,2024,New,,Basney Mazda,39535
Mazda,CX-5,2024,New,,Basney Mazda,33135
Mazda,CX-5,2024,New,,Basney Mazda,38975
Mazda,CX-5,2024,New,,Basney Mazda,35935
GMC,Yukon,2021,Certified,57133,Transwest GMC,68995
GMC,Sierra,2024,New,,Transwest GMC,71015
GMC,Sierra,2023,New,,Transwest GMC,81830
Mercedes,GLC,2018,Used,52288,Transwest GMC,35395
Lexus,RX,1999,Used,187457,"Lakewood Happy Motors, Inc.",6995
Toyota,4Runner,2023,New,,Modern Toyota of Asheboro,52004
Toyota,Tacoma,2023,New,,Modern Toyota of Asheboro,37868
Toyota,Prius,2023,New,,Modern Toyota of Asheboro,33510
Toyota,Camry,2024,New,,Modern Toyota of Asheboro,32794
Toyota,Tacoma,2023,New,,Modern Toyota of Asheboro,42703
Volkswagen,Atlas,2020,Used,30845,Larry H. Miller Volkswagen Lakewood,34599
Toyota,4Runner,2023,New,,Mountain States Toyota,48255
Toyota,4Runner,2023,New,,Mountain States Toyota,48181
Toyota,RAV4,2023,New,,Mountain States Toyota,34394
Toyota,4Runner,2023,New,,Mountain States Toyota,46231
GMC,Sierra,2023,New,,Johnson Auto Plaza,70669
Chevrolet,LS,2023,New,,Johnson Auto Plaza,24144
GMC,Sierra,2023,New,,Johnson Auto Plaza,79044
Dodge,Challenger,2023,New,,Johnson Auto Plaza,71973
RAM,2500,2022,Used,43106,Johnson Auto Plaza,66488
RAM,2500,2023,New,,Johnson Auto Plaza,72239
Chevrolet,Trailblazer,2023,New,,Johnson Auto Plaza,26194
Jeep,Wrangler,2024,New,,Johnson Auto Plaza,58090
GMC,Sierra,2023,New,,Johnson Auto Plaza,81744
RAM,2500,2024,New,,Johnson Auto Plaza,61524
GMC,Yukon,2023,Used,3800,Johnson Auto Plaza,86488
GMC,Yukon,2023,New,,Johnson Auto Plaza,95964
GMC,Sierra,2014,Used,94642,Johnson Auto Plaza,37488
Chevrolet,Malibu,2024,New,,Johnson Auto Plaza,27944
Jeep,Grand Cherokee,2023,New,,Johnson Auto Plaza,49258
Chevrolet,Silverado,2023,Used,3998,Johnson Auto Plaza,62488
Dodge,Durango,2021,Certified,33776,Johnson Auto Plaza,44988
GMC,Sierra,2019,Used,24450,Johnson Auto Plaza,69488
Chevrolet,Silverado,2024,New,,Johnson Auto Plaza,47349
RAM,2500,2023,New,,Johnson Auto Plaza,132010
Cadillac,Escalade,2018,Used,52015,Johnson Auto Plaza,52488
Porsche,Panamera,2014,Used,59221,Prestige Imports Porsche,32793
Porsche,Cayenne,2022,Used,6533,Prestige Imports Porsche,73593
Tesla,Model X,2016,Used,55285,Prestige Audi,41294
Audi,A5,2023,New,,Prestige Audi,57134
Audi,e-tron,2019,Used,31143,Prestige Audi,35794
Audi,Q8,2023,New,,Prestige Audi,85859
Ford,Edge,2023,New,,Gordie Boucher Ford Lincoln of Janesville,43735
Subaru,Outback,2019,Used,77821,German Concepts,19398
Ford,Bronco,2023,New,,Larry H. Miller Ford Lakewood,41874
Mazda,CX-5,2024,New,,McDonald Mazda West,39879
Toyota,Tacoma,2015,Used,58359,Kunes Ford of Delavan,28843
Ford,Mustang,2023,New,,Kunes Ford of Delavan,155940
Cadillac,Escalade,2023,Used,2612,Kunes Chevrolet Cadillac of Delavan,174994
Chevrolet,Corvette,2007,Used,32914,Raymond Chevrolet-Kia,27780
Ford,F-250,2008,Used,264860,Raymond Chevrolet-Kia,9980
Chevrolet,Silverado,2014,Used,42941,Raymond Chevrolet-Kia,24971
Chevrolet,Tahoe,2023,New,,Raymond Chevrolet-Kia,71055
Kia,Telluride,2024,New,,Raymond Chevrolet-Kia,53550
Ford,F-150,2023,New,,Rosen Ford Belleville,43900
Ford,F-150,2023,New,,Rosen Ford Belleville,56500
BMW,X5,2023,Used,14602,Foreign Cars Italia,109990
Alfa Romeo,Giulia,2020,Used,27525,Foreign Cars Italia,33596
Toyota,GR86,2023,Used,12465,Foreign Cars Italia,33494
Mercedes,G 550,2019,Used,17370,Foreign Cars Italia,125536
Porsche,911,2020,Certified,18948,Foreign Cars Italia,109992
Hyundai,Kona,2023,New,,Hyundai of Goshen,27170
GMC,Sierra,2024,New,,Buick GMC of Goshen,61250
Dodge,Durango,2023,New,,Frank Boucher Chrysler Dodge Jeep Ram VW of Janesville,58420
Toyota,Tacoma,2021,Used,43476,Terry Labonte Chevrolet,36800
Toyota,4Runner,2023,New,,Toyota West Ohio,51008
Toyota,Tundra,2023,New,,Toyota West Ohio,76434
Toyota,Tundra,2023,New,,Toyota West Ohio,50016
Subaru,WRX,2023,New,,Germain Subaru of Columbus,34637
Polestar,2,2023,Used,7383,Germain Hyundai,44983
Hyundai,Santa Cruz,2024,New,,Germain Hyundai,42637
Ford,Edge,2020,Used,64162,Performance Chrysler Jeep Dodge RAM,17998
RAM,3500,2023,New,,Performance Chrysler Jeep Dodge RAM,79698
Cadillac,XT5,2024,New,,Tom Naquin Nissan,67840
Acura,MDX,2022,Used,23557,Zeigler Ford Lincoln - Elkhart,48995
Jeep,Grand Cherokee,2021,Used,38705,EchoPark Automotive Thornton,33339
Volvo,XC60,2022,Used,19151,EchoPark Automotive Thornton,35989
Ford,Ranger,2021,Used,29087,EchoPark Automotive Thornton,33739
Honda,Civic,2024,New,,East Coast Honda,
Hyundai,Santa Fe,2023,New,,Planet Hyundai,36612
Jeep,Wrangler,2023,New,,AutoNation Chrysler Jeep West,59199
Jeep,Grand Cherokee,2023,New,,AutoNation Chrysler Jeep West,48199
GMC,Canyon,2023,New,,AutoNation Buick GMC West,67509
Buick,Envista,2024,New,,AutoNation Buick GMC West,28774
BMW,X5,2024,New,,BMW of Greensboro,72945
BMW,X5,2024,New,,BMW of Greensboro,71295
BMW,X5,2024,New,,BMW of Greensboro,72945
BMW,430 i,2024,New,,BMW of Greensboro,67595
Ford,Transit,2023,New,,O'Meara Ford,50290
Chevrolet,Suburban,2023,New,,Dominion Chevrolet,83725
Tesla,Model X,2020,Used,13181,Christopher's Dodge Ram,67640
Jeep,Wrangler,2023,New,,Greensboro Chrysler Dodge Jeep Ram,44382
Jeep,Wrangler,2023,New,,Greensboro Chrysler Dodge Jeep Ram,43760
Jeep,Grand Cherokee,2023,New,,Greensboro Chrysler Dodge Jeep Ram,50871
GMC,Yukon,2022,Used,9423,Foundation Kia,56677
Cadillac,XT4,2024,New,,Foundation Chevrolet & Cadillac,44379
Chevrolet,Suburban,2023,New,,Foundation Chevrolet & Cadillac,86644
Cadillac,CT5,2024,New,,Foundation Chevrolet & Cadillac,123210
Chevrolet,Camaro,2023,New,,Foundation Chevrolet & Cadillac,44499
Cadillac,LYRIQ,2024,New,,Foundation Chevrolet & Cadillac,67415
Chevrolet,Tahoe,2023,New,,Foundation Chevrolet & Cadillac,82983
Toyota,4Runner,2021,Used,18198,Larry H. Miller Chrysler Dodge Jeep Ram 104th,45500
Ford,Focus,2017,Used,100989,Larry H. Miller Chrysler Dodge Jeep Ram 104th,8600
Jeep,Gladiator,2023,New,,Larry H. Miller Chrysler Dodge Jeep Ram 104th,52066
Volkswagen,Tiguan,2024,New,,O'Meara Volkswagen of Thornton,43323
Volkswagen,Jetta,2024,New,,O'Meara Volkswagen of Thornton,39011
Kia,Soul,2024,New,,Grand Kia,22789
Kia,GT,2023,New,,Grand Kia,50400
Kia,GT,2023,New,,Grand Kia,54027
Toyota,Tundra,2018,Used,88109,Colorado's Midway Motors,40750
Jeep,Grand Cherokee,2023,New,,Kunes Chrysler Dodge Jeep Ram of Elkhorn,63629
BMW,X5,2018,Used,27461,CarMax West 104th Ave - Offering Express Pickup and Home Delivery,36998
Mazda,CX-5,2024,New,,Siemans Mazda,39905
RAM,3500,2023,New,,Siemans Chrysler Dodge Jeep Ram,77995
Mazda,CX-5,2024,New,,Siemans Mazda,36160
Chevrolet,Equinox,2024,New,,Mark Wahlberg Chevrolet,31735
Chevrolet,Camaro,2024,New,,Mark Wahlberg Chevrolet,41580
Chevrolet,Suburban,2023,New,,Mark Wahlberg Chevrolet,74275
